ID,time,model nbr,snr (dB),file,choice,correct?,srt,log-slope,var(srt),var(log-slope)
ID,20230601_185651,0.0,0.0,mrt_211_1_reverb_Office_1_snr_0_db.wav,dung,0.0,7.498509423365921,-2.314888674579177,3.4583604504110896,0.48808047806679306
ID,20230601_185651,0.0,8.0,mrt_257_1_reverb_Office_1_snr_8_db.wav,tease,0.0,12.151050429891592,-2.281612502701973,3.0616395836160026,0.48744770731665826
ID,20230601_185651,0.0,13.0,mrt_236_1_reverb_Office_1_snr_13_db.wav,lip,1.0,11.773586780572476,-1.9745996302892,3.62865853576725,0.7553188500273582
ID,20230601_185651,0.0,12.0,mrt_150_2_reverb_Office_1_snr_12_db.wav,bun,1.0,8.651966053871908,-1.8525689445675373,3.863546376882483,0.9318174610176423
